id,visitors
air_00a91d42b08b08d9_2017-04-23,1.2663463352841988
air_00a91d42b08b08d9_2017-04-24,19.36185694443836
air_00a91d42b08b08d9_2017-04-25,24.297096080827135
air_00a91d42b08b08d9_2017-04-26,29.165169008654477
air_00a91d42b08b08d9_2017-04-27,30.6466264813576
air_00a91d42b08b08d9_2017-04-28,36.68617353490357
air_00a91d42b08b08d9_2017-04-29,12.887677136607982
air_00a91d42b08b08d9_2017-04-30,1.2663463352841988
air_00a91d42b08b08d9_2017-05-01,19.402215479318283
air_00a91d42b08b08d9_2017-05-02,24.347236583106696
air_00a91d42b08b08d9_2017-05-03,23.416595642598892
air_00a91d42b08b08d9_2017-05-04,24.26455846489351
air_00a91d42b08b08d9_2017-05-05,31.21154321120976
air_00a91d42b08b08d9_2017-05-06,9.702663889949552
air_00a91d42b08b08d9_2017-05-07,1.2708383822459333
air_00a91d42b08b08d9_2017-05-08,19.402215479318283
air_00a91d42b08b08d9_2017-05-09,24.347236583106696
air_00a91d42b08b08d9_2017-05-10,29.22495835050657
air_00a91d42b08b08d9_2017-05-11,30.709352169008035
air_00a91d42b08b08d9_2017-05-12,36.76087000061636
air_00a91d42b08b08d9_2017-05-13,9.702663889949552
air_00a91d42b08b08d9_2017-05-14,1.2708383822459333
air_00a91d42b08b08d9_2017-05-15,19.402215479318283
air_00a91d42b08b08d9_2017-05-16,24.347236583106696
air_00a91d42b08b08d9_2017-05-17,29.22495835050657
air_00a91d42b08b08d9_2017-05-18,30.709352169008035
air_00a91d42b08b08d9_2017-05-19,36.76087000061636
air_00a91d42b08b08d9_2017-05-20,9.702663889949552
air_00a91d42b08b08d9_2017-05-21,1.2708383822459333
air_00a91d42b08b08d9_2017-05-22,19.402215479318283
air_00a91d42b08b08d9_2017-05-23,24.347236583106696
air_00a91d42b08b08d9_2017-05-24,29.22495835050657
air_00a91d42b08b08d9_2017-05-25,30.709352169008035
air_00a91d42b08b08d9_2017-05-26,36.76087000061636
air_00a91d42b08b08d9_2017-05-27,9.702663889949552
air_00a91d42b08b08d9_2017-05-28,1.2708383822459333
air_00a91d42b08b08d9_2017-05-29,19.402215479318283
air_00a91d42b08b08d9_2017-05-30,24.347236583106696
air_00a91d42b08b08d9_2017-05-31,29.22495835050657
air_0164b9927d20bcc3_2017-04-23,6.510958499680265
air_0164b9927d20bcc3_2017-04-24,4.687702646087839
air_0164b9927d20bcc3_2017-04-25,6.0273999587031835
air_0164b9927d20bcc3_2017-04-26,5.402530395536151
air_0164b9927d20bcc3_2017-04-27,6.745118971155996
air_0164b9927d20bcc3_2017-04-28,8.919072945711944
air_0164b9927d20bcc3_2017-04-29,3.2699218418814313
air_0164b9927d20bcc3_2017-04-30,6.510958499680265
air_0164b9927d20bcc3_2017-05-01,4.592975118190738
air_0164b9927d20bcc3_2017-05-02,5.057519402563136
air_0164b9927d20bcc3_2017-05-03,6.952195218552938
air_0164b9927d20bcc3_2017-05-04,6.912460866183674
air_0164b9927d20bcc3_2017-05-05,7.1494838634433755
air_0164b9927d20bcc3_2017-05-06,2.806366589645565
air_0164b9927d20bcc3_2017-05-07,6.534270357313124
air_0164b9927d20bcc3_2017-05-08,4.765508406420401
air_0164b9927d20bcc3_2017-05-09,6.049210989528798
air_0164b9927d20bcc3_2017-05-10,6.976461978182849
air_0164b9927d20bcc3_2017-05-11,7.32917745069026
air_0164b9927d20bcc3_2017-05-12,8.949858898845653
air_0164b9927d20bcc3_2017-05-13,11.309689066570897
air_0164b9927d20bcc3_2017-05-14,6.534270357313124
air_0164b9927d20bcc3_2017-05-15,4.765508406420401
air_0164b9927d20bcc3_2017-05-16,6.560311172016216
air_0164b9927d20bcc3_2017-05-17,6.976461978182849
air_0164b9927d20bcc3_2017-05-18,7.32917745069026
air_0164b9927d20bcc3_2017-05-19,8.949858898845653
air_0164b9927d20bcc3_2017-05-20,2.806366589645565
air_0164b9927d20bcc3_2017-05-21,6.534270357313124
air_0164b9927d20bcc3_2017-05-22,4.765508406420401
air_0164b9927d20bcc3_2017-05-23,6.560311172016216
air_0164b9927d20bcc3_2017-05-24,6.976461978182849
air_0164b9927d20bcc3_2017-05-25,7.32917745069026
air_0164b9927d20bcc3_2017-05-26,8.949858898845653
air_0164b9927d20bcc3_2017-05-27,2.806366589645565
air_0164b9927d20bcc3_2017-05-28,6.534270357313124
air_0164b9927d20bcc3_2017-05-29,4.765508406420401
air_0164b9927d20bcc3_2017-05-30,6.560311172016216
air_0164b9927d20bcc3_2017-05-31,6.976461978182849
air_0241aa3964b7f861_2017-04-23,8.483165175356293
air_0241aa3964b7f861_2017-04-24,5.987390674813542
air_0241aa3964b7f861_2017-04-25,6.091127366284119
air_0241aa3964b7f861_2017-04-26,7.927101349129027
air_0241aa3964b7f861_2017-04-27,2.316011535229138
air_0241aa3964b7f861_2017-04-28,4.859907798801942
air_0241aa3964b7f861_2017-04-29,10.999077192005414
air_0241aa3964b7f861_2017-04-30,8.483165175356293
air_0241aa3964b7f861_2017-05-01,5.989741861634185
air_0241aa3964b7f861_2017-05-02,6.093513459460102
air_0241aa3964b7f861_2017-05-03,9.446869642543907
air_0241aa3964b7f861_2017-05-04,3.553773152776505
air_0241aa3964b7f861_2017-05-05,6.135123738219975
air_0241aa3964b7f861_2017-05-06,11.648702310571206
air_0241aa3964b7f861_2017-05-07,8.486356165243066
air_0241aa3964b7f861_2017-05-08,5.989741861634185
air_0241aa3964b7f861_2017-05-09,6.093513459460102
air_0241aa3964b7f861_2017-05-10,7.930105229120204
air_0241aa3964b7f861_2017-05-11,2.3171273398236676
air_0241aa3964b7f861_2017-05-12,4.861879598952802
air_0241aa3964b7f861_2017-05-13,11.648702310571206
air_0241aa3964b7f861_2017-05-14,8.486356165243066
air_0241aa3964b7f861_2017-05-15,5.989741861634185
air_0241aa3964b7f861_2017-05-16,6.093513459460102
air_0241aa3964b7f861_2017-05-17,7.930105229120204
air_0241aa3964b7f861_2017-05-18,2.3171273398236676
air_0241aa3964b7f861_2017-05-19,4.861879598952802
air_0241aa3964b7f861_2017-05-20,11.648702310571206
air_0241aa3964b7f861_2017-05-21,8.486356165243066
air_0241aa3964b7f861_2017-05-22,5.989741861634185
air_0241aa3964b7f861_2017-05-23,6.093513459460102
air_0241aa3964b7f861_2017-05-24,7.930105229120204
air_0241aa3964b7f861_2017-05-25,2.3171273398236676
air_0241aa3964b7f861_2017-05-26,4.861879598952802
air_0241aa3964b7f861_2017-05-27,11.648702310571206
air_0241aa3964b7f861_2017-05-28,8.486356165243066
air_0241aa3964b7f861_2017-05-29,5.989741861634185
air_0241aa3964b7f861_2017-05-30,6.093513459460102
air_0241aa3964b7f861_2017-05-31,7.930105229120204
air_0328696196e46f18_2017-04-23,8.58629427479866
air_0328696196e46f18_2017-04-24,3.8973196700066817
air_0328696196e46f18_2017-04-25,6.578393443314118
air_0328696196e46f18_2017-04-26,5.85352706922761
air_0328696196e46f18_2017-04-27,8.318632642987472
air_0328696196e46f18_2017-04-28,6.121818547996654
air_0328696196e46f18_2017-04-29,7.848209397696027
air_0328696196e46f18_2017-04-30,8.58629427479866
air_0328696196e46f18_2017-05-01,3.934003807817077
air_0328696196e46f18_2017-05-02,6.600132418552652
air_0328696196e46f18_2017-05-03,8.187434521438579
air_0328696196e46f18_2017-05-04,10.617101228574697
air_0328696196e46f18_2017-05-05,7.871659604696963
air_0328696196e46f18_2017-05-06,7.077766180589929
air_0328696196e46f18_2017-05-07,8.613793007271175
air_0328696196e46f18_2017-05-08,3.934003807817077
air_0328696196e46f18_2017-05-09,6.600132418552652
air_0328696196e46f18_2017-05-10,5.8731867314461255
air_0328696196e46f18_2017-05-11,8.345363575578684
air_0328696196e46f18_2017-05-12,6.142247816841863
air_0328696196e46f18_2017-05-13,7.077766180589929
air_0328696196e46f18_2017-05-14,8.613793007271175
air_0328696196e46f18_2017-05-15,3.934003807817077
air_0328696196e46f18_2017-05-16,6.600132418552652
air_0328696196e46f18_2017-05-17,5.8731867314461255
air_0328696196e46f18_2017-05-18,8.345363575578684
air_0328696196e46f18_2017-05-19,6.142247816841863
air_0328696196e46f18_2017-05-20,7.077766180589929
air_0328696196e46f18_2017-05-21,8.613793007271175
air_0328696196e46f18_2017-05-22,3.934003807817077
air_0328696196e46f18_2017-05-23,6.600132418552652
air_0328696196e46f18_2017-05-24,5.8731867314461255
air_0328696196e46f18_2017-05-25,8.345363575578684
air_0328696196e46f18_2017-05-26,6.142247816841863
air_0328696196e46f18_2017-05-27,7.077766180589929
air_0328696196e46f18_2017-05-28,8.613793007271175
air_0328696196e46f18_2017-05-29,3.934003807817077
air_0328696196e46f18_2017-05-30,6.600132418552652
air_0328696196e46f18_2017-05-31,5.8731867314461255
air_034a3d5b40d5b1b1_2017-04-23,19.731564913885528
air_034a3d5b40d5b1b1_2017-04-24,13.30685075413112
air_034a3d5b40d5b1b1_2017-04-25,12.248347254994366
air_034a3d5b40d5b1b1_2017-04-26,16.14301372672487
air_034a3d5b40d5b1b1_2017-04-27,13.530960942878185
air_034a3d5b40d5b1b1_2017-04-28,23.15512432749891
air_034a3d5b40d5b1b1_2017-04-29,22.837078713300667
air_034a3d5b40d5b1b1_2017-04-30,19.731564913885528
air_034a3d5b40d5b1b1_2017-05-01,12.835889176048902
air_034a3d5b40d5b1b1_2017-05-02,11.22358087844404
air_034a3d5b40d5b1b1_2017-05-03,21.16041446586139
air_034a3d5b40d5b1b1_2017-05-04,18.06604425293651
air_034a3d5b40d5b1b1_2017-05-05,20.829487521477777
air_034a3d5b40d5b1b1_2017-05-06,24.707069757656434
air_034a3d5b40d5b1b1_2017-05-07,18.160207120373567
air_034a3d5b40d5b1b1_2017-05-08,12.835889176048902
air_034a3d5b40d5b1b1_2017-05-09,11.22358087844404
air_034a3d5b40d5b1b1_2017-05-10,14.843651699031083
air_034a3d5b40d5b1b1_2017-05-11,12.644524279548522
air_034a3d5b40d5b1b1_2017-05-12,22.1184009141867
air_034a3d5b40d5b1b1_2017-05-13,24.707069757656434
air_034a3d5b40d5b1b1_2017-05-14,18.160207120373567
air_034a3d5b40d5b1b1_2017-05-15,12.835889176048902
air_034a3d5b40d5b1b1_2017-05-16,11.22358087844404
air_034a3d5b40d5b1b1_2017-05-17,14.843651699031083
air_034a3d5b40d5b1b1_2017-05-18,12.644524279548522
air_034a3d5b40d5b1b1_2017-05-19,22.1184009141867
air_034a3d5b40d5b1b1_2017-05-20,24.707069757656434
air_034a3d5b40d5b1b1_2017-05-21,18.160207120373567
air_034a3d5b40d5b1b1_2017-05-22,12.835889176048902
air_034a3d5b40d5b1b1_2017-05-23,11.22358087844404
air_034a3d5b40d5b1b1_2017-05-24,14.843651699031083
air_034a3d5b40d5b1b1_2017-05-25,12.644524279548522
air_034a3d5b40d5b1b1_2017-05-26,22.1184009141867
air_034a3d5b40d5b1b1_2017-05-27,24.707069757656434
air_034a3d5b40d5b1b1_2017-05-28,18.160207120373567
air_034a3d5b40d5b1b1_2017-05-29,12.835889176048902
air_034a3d5b40d5b1b1_2017-05-30,11.22358087844404
air_034a3d5b40d5b1b1_2017-05-31,14.843651699031083
air_036d4f1ee7285390_2017-04-23,19.20143175478507
air_036d4f1ee7285390_2017-04-24,13.972399189003067
air_036d4f1ee7285390_2017-04-25,18.021874646817626
air_036d4f1ee7285390_2017-04-26,21.639728450938584
air_036d4f1ee7285390_2017-04-27,13.888590572894351
air_036d4f1ee7285390_2017-04-28,18.189120629462813
air_036d4f1ee7285390_2017-04-29,20.800732830772528
air_036d4f1ee7285390_2017-04-30,19.20143175478507
air_036d4f1ee7285390_2017-05-01,14.711786934997226
air_036d4f1ee7285390_2017-05-02,18.263901712850707
air_036d4f1ee7285390_2017-05-03,27.875458344786697
air_036d4f1ee7285390_2017-05-04,23.058957505184615
air_036d4f1ee7285390_2017-05-05,20.599166261354828
air_036d4f1ee7285390_2017-05-06,24.41661351996347
air_036d4f1ee7285390_2017-05-07,19.458467054830866
air_036d4f1ee7285390_2017-05-08,14.711786934997226
air_036d4f1ee7285390_2017-05-09,18.263901712850707
air_036d4f1ee7285390_2017-05-10,21.927787706637815
air_036d4f1ee7285390_2017-05-11,14.210659445657551
air_036d4f1ee7285390_2017-05-12,18.43327566948569
air_036d4f1ee7285390_2017-05-13,24.41661351996347
air_036d4f1ee7285390_2017-05-14,19.458467054830866
air_036d4f1ee7285390_2017-05-15,14.711786934997226
air_036d4f1ee7285390_2017-05-16,18.263901712850707
air_036d4f1ee7285390_2017-05-17,21.927787706637815
air_036d4f1ee7285390_2017-05-18,14.210659445657551
air_036d4f1ee7285390_2017-05-19,18.43327566948569
air_036d4f1ee7285390_2017-05-20,24.41661351996347
air_036d4f1ee7285390_2017-05-21,19.458467054830866
air_036d4f1ee7285390_2017-05-22,14.711786934997226
air_036d4f1ee7285390_2017-05-23,18.263901712850707
air_036d4f1ee7285390_2017-05-24,21.927787706637815
air_036d4f1ee7285390_2017-05-25,14.210659445657551
air_036d4f1ee7285390_2017-05-26,18.43327566948569
air_036d4f1ee7285390_2017-05-27,24.41661351996347
air_036d4f1ee7285390_2017-05-28,19.458467054830866
air_036d4f1ee7285390_2017-05-29,14.711786934997226
air_036d4f1ee7285390_2017-05-30,18.263901712850707
air_036d4f1ee7285390_2017-05-31,21.927787706637815
air_0382c794b73b51ad_2017-04-23,32.88588204103916
air_0382c794b73b51ad_2017-04-24,21.588492889683334
air_0382c794b73b51ad_2017-04-25,26.721591393509907
air_0382c794b73b51ad_2017-04-26,19.2109464109155
air_0382c794b73b51ad_2017-04-27,28.491333001078498
air_0382c794b73b51ad_2017-04-28,24.865440774486803
air_0382c794b73b51ad_2017-04-29,26.788934010207573
air_0382c794b73b51ad_2017-04-30,32.88588204103916
air_0382c794b73b51ad_2017-05-01,21.965554091636243
air_0382c794b73b51ad_2017-05-02,26.770033730465663
air_0382c794b73b51ad_2017-05-03,26.87919523467007
air_0382c794b73b51ad_2017-05-04,34.797204557416556
air_0382c794b73b51ad_2017-05-05,27.038420328508185
air_0382c794b73b51ad_2017-05-06,34.50674005140109
air_0382c794b73b51ad_2017-05-07,32.945096221515804
air_0382c794b73b51ad_2017-05-08,21.965554091636243
air_0382c794b73b51ad_2017-05-09,26.770033730465663
air_0382c794b73b51ad_2017-05-10,19.96559673316111
air_0382c794b73b51ad_2017-05-11,28.542867888460435
air_0382c794b73b51ad_2017-05-12,25.20146464291316
air_0382c794b73b51ad_2017-05-13,34.50674005140109
air_0382c794b73b51ad_2017-05-14,32.945096221515804
air_0382c794b73b51ad_2017-05-15,21.965554091636243
air_0382c794b73b51ad_2017-05-16,26.770033730465663
air_0382c794b73b51ad_2017-05-17,19.96559673316111
air_0382c794b73b51ad_2017-05-18,28.542867888460435
air_0382c794b73b51ad_2017-05-19,25.20146464291316
air_0382c794b73b51ad_2017-05-20,34.50674005140109
air_0382c794b73b51ad_2017-05-21,32.945096221515804
air_0382c794b73b51ad_2017-05-22,21.965554091636243
air_0382c794b73b51ad_2017-05-23,26.770033730465663
air_0382c794b73b51ad_2017-05-24,19.96559673316111
air_0382c794b73b51ad_2017-05-25,28.542867888460435
air_0382c794b73b51ad_2017-05-26,25.20146464291316
air_0382c794b73b51ad_2017-05-27,34.50674005140109
air_0382c794b73b51ad_2017-05-28,32.945096221515804
air_0382c794b73b51ad_2017-05-29,21.965554091636243
air_0382c794b73b51ad_2017-05-30,26.770033730465663
air_0382c794b73b51ad_2017-05-31,19.96559673316111
air_03963426c9312048_2017-04-23,9.956834555626571
air_03963426c9312048_2017-04-24,14.605983113868435
air_03963426c9312048_2017-04-25,14.997262364018786
air_03963426c9312048_2017-04-26,30.472851410492268
air_03963426c9312048_2017-04-27,9.567121275675987
air_03963426c9312048_2017-04-28,58.22748594024764
air_03963426c9312048_2017-04-29,47.35128501190912
air_03963426c9312048_2017-04-30,9.956834555626571
air_03963426c9312048_2017-05-01,26.790231114456283
air_03963426c9312048_2017-05-02,23.760434862439038
air_03963426c9312048_2017-05-03,16.412549099376005
air_03963426c9312048_2017-05-04,9.4128707397927
air_03963426c9312048_2017-05-05,44.871095449449754
air_03963426c9312048_2017-05-06,47.48020007612139
air_03963426c9312048_2017-05-07,9.988264746851023
air_03963426c9312048_2017-05-08,21.289793364030807
air_03963426c9312048_2017-05-09,15.043151257623611
air_03963426c9312048_2017-05-10,23.486587089253366
air_03963426c9312048_2017-05-11,16.740076499086083
air_03963426c9312048_2017-05-12,52.45268784800489
air_03963426c9312048_2017-05-13,56.63384087213595
air_03963426c9312048_2017-05-14,9.988264746851023
air_03963426c9312048_2017-05-15,12.925271777648483
air_03963426c9312048_2017-05-16,15.043151257623611
air_03963426c9312048_2017-05-17,23.486587089253366
air_03963426c9312048_2017-05-18,16.740076499086083
air_03963426c9312048_2017-05-19,59.18882031189913
air_03963426c9312048_2017-05-20,56.63384087213595
air_03963426c9312048_2017-05-21,9.988264746851023
air_03963426c9312048_2017-05-22,15.098645705654548
air_03963426c9312048_2017-05-23,15.043151257623611
air_03963426c9312048_2017-05-24,23.486587089253366
air_03963426c9312048_2017-05-25,16.740076499086083
air_03963426c9312048_2017-05-26,58.06273157107977
air_03963426c9312048_2017-05-27,56.63384087213595
air_03963426c9312048_2017-05-28,9.988264746851023
air_03963426c9312048_2017-05-29,15.098645705654548
air_03963426c9312048_2017-05-30,15.043151257623611
air_03963426c9312048_2017-05-31,23.486587089253366
air_04341b588bde96cd_2017-04-23,39.139685709483054
air_04341b588bde96cd_2017-04-24,30.551044165415767
air_04341b588bde96cd_2017-04-25,23.528389427474472
air_04341b588bde96cd_2017-04-26,26.425845961665544
air_04341b588bde96cd_2017-04-27,28.23509050978908
air_04341b588bde96cd_2017-04-28,43.423609023049174
