id,visitors
air_00a91d42b08b08d9_2017-04-23,1.8587040276651998
air_00a91d42b08b08d9_2017-04-24,20.78063509685961
air_00a91d42b08b08d9_2017-04-25,24.283285756109155
air_00a91d42b08b08d9_2017-04-26,29.543334473084265
air_00a91d42b08b08d9_2017-04-27,31.289787552596046
air_00a91d42b08b08d9_2017-04-28,37.48173265000589
air_00a91d42b08b08d9_2017-04-29,13.161922809255408
air_00a91d42b08b08d9_2017-04-30,1.8587040276651998
air_00a91d42b08b08d9_2017-05-01,20.78063509685961
air_00a91d42b08b08d9_2017-05-02,24.283285756109155
air_00a91d42b08b08d9_2017-05-03,30.735443100132958
air_00a91d42b08b08d9_2017-05-04,32.11982975610819
air_00a91d42b08b08d9_2017-05-05,37.31340116762882
air_00a91d42b08b08d9_2017-05-06,12.419638822216353
air_00a91d42b08b08d9_2017-05-07,1.8587040276651998
air_00a91d42b08b08d9_2017-05-08,20.78063509685961
air_00a91d42b08b08d9_2017-05-09,24.283285756109155
air_00a91d42b08b08d9_2017-05-10,29.543334473084265
air_00a91d42b08b08d9_2017-05-11,31.289787552596046
air_00a91d42b08b08d9_2017-05-12,37.48173265000589
air_00a91d42b08b08d9_2017-05-13,12.419638822216353
air_00a91d42b08b08d9_2017-05-14,1.8587040276651998
air_00a91d42b08b08d9_2017-05-15,20.78063509685961
air_00a91d42b08b08d9_2017-05-16,24.283285756109155
air_00a91d42b08b08d9_2017-05-17,29.543334473084265
air_00a91d42b08b08d9_2017-05-18,31.289787552596046
air_00a91d42b08b08d9_2017-05-19,37.48173265000589
air_00a91d42b08b08d9_2017-05-20,12.419638822216353
air_00a91d42b08b08d9_2017-05-21,1.8587040276651998
air_00a91d42b08b08d9_2017-05-22,20.78063509685961
air_00a91d42b08b08d9_2017-05-23,24.283285756109155
air_00a91d42b08b08d9_2017-05-24,29.543334473084265
air_00a91d42b08b08d9_2017-05-25,31.289787552596046
air_00a91d42b08b08d9_2017-05-26,37.48173265000589
air_00a91d42b08b08d9_2017-05-27,12.419638822216353
air_00a91d42b08b08d9_2017-05-28,1.8587040276651998
air_00a91d42b08b08d9_2017-05-29,20.78063509685961
air_00a91d42b08b08d9_2017-05-30,24.283285756109155
air_00a91d42b08b08d9_2017-05-31,29.543334473084265
air_0164b9927d20bcc3_2017-04-23,10.231671193464916
air_0164b9927d20bcc3_2017-04-24,6.0853420765199155
air_0164b9927d20bcc3_2017-04-25,7.154752500967283
air_0164b9927d20bcc3_2017-04-26,6.410473653206017
air_0164b9927d20bcc3_2017-04-27,7.7359331460813126
air_0164b9927d20bcc3_2017-04-28,10.750245056425541
air_0164b9927d20bcc3_2017-04-29,4.851508412233441
air_0164b9927d20bcc3_2017-04-30,10.231671193464916
air_0164b9927d20bcc3_2017-05-01,5.704780769082027
air_0164b9927d20bcc3_2017-05-02,6.118673824405515
air_0164b9927d20bcc3_2017-05-03,9.65550670342359
air_0164b9927d20bcc3_2017-05-04,8.049921569701953
air_0164b9927d20bcc3_2017-05-05,10.506593346490206
air_0164b9927d20bcc3_2017-05-06,4.354123440241538
air_0164b9927d20bcc3_2017-05-07,10.231671193464916
